question_id,corpus_id,relevance_grade,relevance_label,citation_source_file,citation_display_title,citation_company,citation_sector,citation_report_year,citation_page_start,citation_page_end,citation_chunk_id,citation_section_title
ragas_esg_12_02,2024_framework_disclosure_082a3c71.pdf::chunk-38971,1,adjacent_section_context,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,9,10,chunk-38971,
ragas_esg_12_02,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_12_02,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_12_02,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_12_02,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_12_02,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_12_03,2024_framework_disclosure_082a3c71.pdf::chunk-38987,3,direct_answer,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,24,25,chunk-38987,
ragas_esg_12_03,2024_framework_disclosure_082a3c71.pdf::chunk-38986,1,adjacent_section_context,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,23,24,chunk-38986,
ragas_esg_12_03,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_12_03,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_12_03,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_12_03,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_12_03,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_12_04,2024_framework_disclosure_082a3c71.pdf::chunk-38994,3,direct_answer,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,28,29,chunk-38994,
ragas_esg_12_04,2024_framework_disclosure_082a3c71.pdf::chunk-38993,1,adjacent_section_context,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,28,28,chunk-38993,
ragas_esg_12_04,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_12_04,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_12_04,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_12_04,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_12_04,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_13_01,2024_annual_report_9ab2a528.pdf::chunk-38025,3,direct_answer,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,380,381,chunk-38025,
ragas_esg_13_01,2024_annual_report_9ab2a528.pdf::chunk-38024,1,adjacent_section_context,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,380,380,chunk-38024,
ragas_esg_13_01,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_13_01,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_13_01,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_13_01,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_13_01,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_13_02,2024_annual_report_9ab2a528.pdf::chunk-38034,3,direct_answer,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,386,387,chunk-38034,
ragas_esg_13_02,2024_annual_report_9ab2a528.pdf::chunk-38033,1,adjacent_section_context,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,386,386,chunk-38033,
ragas_esg_13_02,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_13_02,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_13_02,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_13_02,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_13_02,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_13_03,2024_annual_report_9ab2a528.pdf::chunk-38197,3,direct_answer,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,526,527,chunk-38197,
ragas_esg_13_03,2024_annual_report_9ab2a528.pdf::chunk-38196,1,adjacent_section_context,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,525,526,chunk-38196,
ragas_esg_13_03,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_13_03,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_13_03,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_13_03,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_13_03,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_13_04,2024_annual_report_9ab2a528.pdf::chunk-38007,3,direct_answer,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,366,368,chunk-38007,
ragas_esg_13_04,2024_annual_report_9ab2a528.pdf::chunk-38006,1,adjacent_section_context,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,365,366,chunk-38006,
ragas_esg_13_04,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_13_04,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_13_04,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_13_04,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_13_04,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_14_01,2011_sustainability_report_73deaa4c.pdf::chunk-16619,3,direct_answer,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,39,40,chunk-16619,
ragas_esg_14_01,2011_sustainability_report_73deaa4c.pdf::chunk-16618,1,adjacent_section_context,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,38,39,chunk-16618,
ragas_esg_14_01,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_14_01,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_14_01,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_14_01,2019_framework_disclosure_c403a763.pdf::chunk-19207,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,4,5,chunk-19207,
ragas_esg_14_01,2023_sustainability_report_0915a868.pdf::chunk-21859,0,hard_negative,2023_sustainability_report_0915a868.pdf,0915a868's 2023 Sustainability Report,Enel,utilities_power,2023,1,1,chunk-21859,"1 Half-year sustainability disclosures at June 30, 2023"
ragas_esg_14_02,2011_sustainability_report_73deaa4c.pdf::chunk-16847,3,direct_answer,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,297,299,chunk-16847,
ragas_esg_14_02,2011_sustainability_report_73deaa4c.pdf::chunk-16846,1,adjacent_section_context,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,295,297,chunk-16846,143 EU26 C Percentage of population unserved in licensed distribution or service areas
ragas_esg_14_02,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_14_02,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_14_02,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_14_02,2019_framework_disclosure_c403a763.pdf::chunk-19207,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,4,5,chunk-19207,
ragas_esg_14_02,2023_sustainability_report_0915a868.pdf::chunk-21859,0,hard_negative,2023_sustainability_report_0915a868.pdf,0915a868's 2023 Sustainability Report,Enel,utilities_power,2023,1,1,chunk-21859,"1 Half-year sustainability disclosures at June 30, 2023"
ragas_esg_14_03,2011_sustainability_report_73deaa4c.pdf::chunk-16694,3,direct_answer,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,127,128,chunk-16694,
ragas_esg_14_03,2011_sustainability_report_73deaa4c.pdf::chunk-16693,1,adjacent_section_context,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,125,127,chunk-16693,
ragas_esg_14_03,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_14_03,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_14_03,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_14_03,2019_framework_disclosure_c403a763.pdf::chunk-19207,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,4,5,chunk-19207,
ragas_esg_14_03,2023_sustainability_report_0915a868.pdf::chunk-21859,0,hard_negative,2023_sustainability_report_0915a868.pdf,0915a868's 2023 Sustainability Report,Enel,utilities_power,2023,1,1,chunk-21859,"1 Half-year sustainability disclosures at June 30, 2023"
ragas_esg_14_04,2011_sustainability_report_73deaa4c.pdf::chunk-16784,3,direct_answer,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,231,233,chunk-16784,
ragas_esg_14_04,2011_sustainability_report_73deaa4c.pdf::chunk-16783,1,adjacent_section_context,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,230,231,chunk-16783,
ragas_esg_14_04,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_14_04,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_14_04,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_14_04,2019_framework_disclosure_c403a763.pdf::chunk-19207,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,4,5,chunk-19207,
ragas_esg_14_04,2023_sustainability_report_0915a868.pdf::chunk-21859,0,hard_negative,2023_sustainability_report_0915a868.pdf,0915a868's 2023 Sustainability Report,Enel,utilities_power,2023,1,1,chunk-21859,"1 Half-year sustainability disclosures at June 30, 2023"
ragas_esg_15_01,2025_annual_report_1b21309a.pdf::chunk-39666,3,direct_answer,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,246,247,chunk-39666,227 Sustainability Report General Information
ragas_esg_15_01,2025_annual_report_1b21309a.pdf::chunk-39665,1,adjacent_section_context,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,246,247,chunk-39665,227 Sustainability Report General Information
ragas_esg_15_01,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_15_01,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_15_01,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_15_01,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_15_01,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_15_02,2025_annual_report_1b21309a.pdf::chunk-39681,3,direct_answer,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,262,263,chunk-39681,
ragas_esg_15_02,2025_annual_report_1b21309a.pdf::chunk-39680,1,adjacent_section_context,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,261,262,chunk-39680,
ragas_esg_15_02,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_15_02,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_15_02,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_15_02,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_15_02,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_15_03,2025_annual_report_1b21309a.pdf::chunk-39665,3,direct_answer,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,246,247,chunk-39665,227 Sustainability Report General Information
ragas_esg_15_03,2025_annual_report_1b21309a.pdf::chunk-39664,1,adjacent_section_context,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,245,246,chunk-39664,
ragas_esg_15_03,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_15_03,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_15_03,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_15_03,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_15_03,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_15_04,2025_annual_report_1b21309a.pdf::chunk-39822,3,direct_answer,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,366,366,chunk-39822,
ragas_esg_15_04,2025_annual_report_1b21309a.pdf::chunk-39821,1,adjacent_section_context,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,365,366,chunk-39821,
ragas_esg_15_04,2024_annual_report_9ab2a528.pdf::chunk-37546,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,1,2,chunk-37546,470 Consolidated Financial Statements Income Statement
ragas_esg_15_04,2024_annual_report_9ab2a528.pdf::chunk-37547,0,hard_negative,2024_annual_report_9ab2a528.pdf,9ab2a528's 2024 Annual Report,Volkswagen,automotive,2024,2,2,chunk-37547,
ragas_esg_15_04,2024_framework_disclosure_082a3c71.pdf::chunk-38956,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,1,2,chunk-38956,
ragas_esg_15_04,2024_framework_disclosure_082a3c71.pdf::chunk-38957,0,hard_negative,2024_framework_disclosure_082a3c71.pdf,Framework Disclosure 082a3c71's 2024 Report,Volkswagen,automotive,2024,2,2,chunk-38957,
ragas_esg_15_04,2025_annual_report_1b21309a.pdf::chunk-39359,0,hard_negative,2025_annual_report_1b21309a.pdf,1b21309a's 2025 Annual Report,Volkswagen,automotive,2025,1,3,chunk-39359,
ragas_esg_16_01,2025_climate_report_9706fb9c.pdf::chunk-7411,3,direct_answer,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,158,159,chunk-7411,
ragas_esg_16_01,2025_climate_report_9706fb9c.pdf::chunk-7410,1,adjacent_section_context,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,155,158,chunk-7410,
ragas_esg_16_01,2025_climate_report_9706fb9c.pdf::chunk-7341,0,hard_negative,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,1,2,chunk-7341,
ragas_esg_16_01,2025_climate_report_9706fb9c.pdf::chunk-7342,0,hard_negative,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,2,4,chunk-7342,
ragas_esg_16_01,2025_thematic_report_91bab808.pdf::chunk-7436,0,hard_negative,2025_thematic_report_91bab808.pdf,Thematic 91bab808's 2025 Report,Airbus,aerospace,2025,1,1,chunk-7436,
ragas_esg_16_01,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_16_01,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_16_02,2025_climate_report_9706fb9c.pdf::chunk-7390,3,direct_answer,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,88,91,chunk-7390,
ragas_esg_16_02,2025_climate_report_9706fb9c.pdf::chunk-7389,1,adjacent_section_context,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,85,88,chunk-7389,
ragas_esg_16_02,2025_climate_report_9706fb9c.pdf::chunk-7341,0,hard_negative,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,1,2,chunk-7341,
ragas_esg_16_02,2025_climate_report_9706fb9c.pdf::chunk-7342,0,hard_negative,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,2,4,chunk-7342,
ragas_esg_16_02,2025_thematic_report_91bab808.pdf::chunk-7436,0,hard_negative,2025_thematic_report_91bab808.pdf,Thematic 91bab808's 2025 Report,Airbus,aerospace,2025,1,1,chunk-7436,
ragas_esg_16_02,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_16_02,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_16_03,2025_climate_report_9706fb9c.pdf::chunk-7373,3,direct_answer,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,59,60,chunk-7373,
ragas_esg_16_03,2025_climate_report_9706fb9c.pdf::chunk-7372,1,adjacent_section_context,2025_climate_report_9706fb9c.pdf,9706fb9c's 2025 Climate Report,Airbus,aerospace,2025,58,59,chunk-7372,
